jmdict_id,kanji,reading,waller_level,freq_rank,freq_level,audit_level,reason
1542910,予感,よかん,1,1147,4,2,Premonition — N2
1477620,発生,はっせい,1,1154,4,2,Occurrence; generation — N2
1173030,運命,うんめい,1,1158,4,2,Fate/destiny — common word N2
1346240,勝利,しょうり,1,1172,4,2,Victory — N2
1204570,街,がい,1,1182,4,2,"Suffix -街 ""district/quarter"" — N2"
1450390,逃げ出す,にげだす,1,1185,4,2,To flee; to run away — compound verb N2
1451630,動揺,どうよう,1,1192,4,2,Agitation; unrest — N2
1582640,難い,かたい,1,1209,4,2,"Suffix -がたい ""difficult to"" — N2 grammar"
1444050,兎角,とかく,1,1217,4,2,Anyhow; in any case — N2 adverb
2859162,音,ね,1,1232,4,2,"Reading ね for 音 ""sound/tone"" — somewhat literary N2"
1192850,果たす,はたす,1,1233,4,2,To accomplish; to fulfill — N2
1506420,兵士,へいし,1,1238,4,2,Soldier — N2
1576870,俺,おれ,1,1242,4,3,I (masculine casual) — very common from early on
1400010,操る,あやつる,1,1249,4,2,To manipulate — N2
1376140,整える,ととのえる,1,1256,4,2,To arrange; to prepare — N2
1513250,保つ,たもつ,1,1263,4,2,To maintain; to keep — N2
1257800,捲る,まくる,1,1275,4,2,"Suffix -まくる ""to do a lot"" — N2"
1605330,漏れる,もれる,1,1282,4,2,To leak — N2
1213440,甘える,あまえる,1,1287,4,2,To be spoiled; to depend on — culturally important N2
1349300,尚,なお,1,1292,4,2,Furthermore; still — N2 conjunction
1470910,把握,はあく,1,1296,4,2,Grasp; comprehension — N2
1386960,絶望,ぜつぼう,1,1298,4,2,Despair — N2
1298740,察する,さっする,1,1299,4,2,To sense; to guess — N2
1489240,漂う,ただよう,1,1302,4,2,To drift; to float — N2
1383800,切り,きり,1,1306,4,2,"Particle きり ""only; since"" — N2 grammar"
1587030,言い訳,いいわけ,1,1311,4,2,Excuse — common N2 word
1389680,宣言,せんげん,1,1327,4,2,Declaration — N2
1304820,仕掛ける,しかける,1,1335,4,2,To set up; to start — N2
1409760,体力,たいりょく,1,1341,4,2,Physical strength — N2
1215070,貫く,つらぬく,1,1343,4,2,To pierce; to carry through — N2
1419360,弾く,はじく,1,1354,4,1,To flip; to repel — less common reading
1376740,正解,せいかい,1,1357,4,3,Correct answer — very common in daily/school life
1250680,携帯,けいたい,1,1367,4,3,Mobile phone; portable — extremely common modern word
1008490,,と,1,1370,4,1,Particle と — context-dependent; not clear what entry this is
1535350,目覚める,めざめる,1,1381,4,2,To wake up; to awaken — N2
1311125,私,あたし,1,1386,4,4,I (feminine casual) — basic pronoun
1591240,傷つく,きずつく,1,1403,4,2,To be hurt/wounded — common N2
1254220,決意,けつい,1,1409,4,2,Determination; resolution — N2
1600400,飲み込む,のみこむ,1,1417,4,2,To swallow; to understand — N2
1007340,丈,だけ,1,1418,4,3,"Particle だけ ""only"" — basic grammar"
1598980,取りあえず,とりあえず,1,1423,4,3,For now; for the time being — extremely common
1391100,染まる,そまる,1,1424,4,2,To be dyed; to be influenced — N2
1605460,屋敷,やしき,1,1436,4,2,Mansion; estate — N2
1317330,自ずから,おのずから,1,1459,4,1,Naturally; spontaneously — genuinely N1 literary
1565440,嗚呼,ああ,1,1464,4,3,"Interjection ""ah/oh"" — basic"
1236630,怯える,おびえる,1,1469,4,2,To be frightened — N2
1604430,見かける,みかける,1,1472,4,3,To happen to see — common N3
1526670,満たす,みたす,1,1481,4,2,To fill; to satisfy — N2
1582125,店,てん,1,1489,4,2,"Reading てん for 店 ""shop"" (suffix) — N2"
1330490,収まる,おさまる,1,1496,4,2,To settle down; to fit — N2
1403390,憎い,にくい,2,51,5,2,"Waller correct — ""hateful"" is N2 despite high frequency in fiction"
2657130,止まる,とどまる,2,297,5,2,"Waller correct — ""to remain; to stay"" is N2"
1278830,慌てる,あわてる,2,333,5,2,"Waller correct — ""to panic"" is N2"
1497360,浮かべる,うかべる,2,341,5,2,"Waller correct — ""to float; to show (expression)"" is N2"
1396590,狙う,ねらう,2,415,5,2,"Waller correct — ""to aim at"" is N2"
1344380,助かる,たすかる,2,453,5,3,To be saved; to be helped — common enough for N3
1397340,素直,すなお,2,476,5,2,"Waller correct — ""obedient; honest"" is N2"
1238610,響く,ひびく,2,498,5,2,"Waller correct — ""to resound"" is N2"
1448800,当たり前,あたりまえ,2,502,5,3,Natural; obvious — very common expression
1342050,巡る,めぐる,2,525,5,2,"Waller correct — ""to go around"" is N2"
1552390,流石,さすが,2,534,5,2,"Waller correct — ""as expected"" is N2"
1441900,伝わる,つたわる,2,557,5,2,"Waller correct — ""to be conveyed"" is N2"
1544090,余計,よけい,2,584,5,2,"Waller correct — ""extra; unnecessary"" is N2"
1597790,付き合う,つきあう,2,586,5,2,"Waller correct — ""to associate with; to date"" is N2"
1326770,取り出す,とりだす,2,599,5,2,"Waller correct — ""to take out"" is N2"
1497430,浮かぶ,うかぶ,2,602,5,2,"Waller correct — ""to float"" is N2"
1498290,撫でる,なでる,2,673,5,2,"Waller correct — ""to stroke/pet"" is N2"
1507180,平気,へいき,2,680,5,3,Calm; fine; not bothered — common colloquial
1589220,落ち着く,おちつく,2,229,5,2,"Waller correct — ""to calm down"" is N2"
2831360,包む,くるむ,2,707,5,2,"Waller correct — ""to wrap"" is N2"
1535440,目指す,めざす,2,713,5,2,"Waller correct — ""to aim for"" is N2"
1346230,勝負,しょうぶ,2,716,5,3,Match; contest — very common word
1591990,気をつける,きをつける,2,755,5,3,To be careful — common set phrase from N3
1222510,気配,けはい,2,770,5,2,"Waller correct — ""sign; indication"" is N2"
1589880,関わる,かかわる,2,777,5,2,"Waller correct — ""to be involved"" is N2"
1475720,迫る,せまる,2,781,5,2,"Waller correct — ""to approach; to press"" is N2"
1562300,話しかける,はなしかける,2,782,5,3,To speak to; to address — straightforward compound
1210620,勘違い,かんちがい,2,789,5,3,Misunderstanding — very common in daily speech
1217070,玩具,おもちゃ,4,6022,1,4,"Waller correct — ""toy"" is standard N4"
1519230,忘れ物,わすれもの,4,6150,1,4,"Waller correct — ""lost item"" is standard N4"
1145990,,レポート,4,6163,1,4,"Waller correct — ""report"" is N4"
1553130,旅館,りょかん,4,6182,1,4,"Waller correct — ""Japanese inn"" is N4"
2217040,ご覧になる,ごらんになる,4,6230,1,4,"Waller correct — honorific ""to see"" is N4"
1315240,寺,てら,4,6242,1,4,"Waller correct — ""temple"" is N4"
1356750,畳,たたみ,4,6245,1,4,"Waller correct — ""tatami"" is N4"
1606810,割合,わりあい,4,6267,1,3,Ratio; comparatively — common adverbial use
1279590,校長,こうちょう,4,6282,1,4,"Waller correct — ""principal"" is N4"
1195840,課長,かちょう,4,6348,1,4,"Waller correct — ""section chief"" is N4"
1004710,この頃,このごろ,4,6446,1,4,"Waller correct — ""recently"" is N4"
1588320,写す,うつす,4,6531,1,4,"Waller correct — ""to copy; to photograph"" is N4"
1267180,故障,こしょう,4,6573,1,4,"Waller correct — ""breakdown"" is N4"
1002400,お宅,おたく,4,6577,1,4,"Waller correct — polite ""your house"" is N4"
1245570,空港,くうこう,4,6601,1,4,"Waller correct — ""airport"" is N4"
1477170,発音,はつおん,4,6632,1,4,"Waller correct — ""pronunciation"" is N4"
1514960,暮れる,くれる,4,6651,1,4,"Waller correct — ""to get dark; year-end"" is N4"
1490670,品物,しなもの,4,6659,1,4,"Waller correct — ""goods"" is N4"
1379750,盛ん,さかん,4,6696,1,3,Prosperous; popular; active — common adjective
1423650,中学校,ちゅうがっこう,4,6715,1,4,"Waller correct — ""middle school"" is N4"
1282490,郊外,こうがい,4,6783,1,3,Suburbs — common daily-life word
1258710,絹,きぬ,4,6820,1,4,"Waller correct — ""silk"" is N4"
1371320,水泳,すいえい,4,6873,1,4,"Waller correct — ""swimming"" is N4"
1075500,,ソフト,4,6922,1,4,"Waller correct — ""soft/software"" is N4"
1523400,翻訳,ほんやく,4,6922,1,3,Translation — increasingly common
1065680,,ジャム,4,7060,1,4,"Waller correct — ""jam"" is N4"
1596780,台風,たいふう,4,7081,1,4,"Waller correct — ""typhoon"" is N4"
1501660,沸かす,わかす,4,7140,1,4,"Waller correct — ""to boil"" is N4"
2429350,お金持ち,おかねもち,4,7607,1,4,"Waller correct — ""rich person"" is N4"
1600530,乗り物,のりもの,4,7691,1,4,"Waller correct — ""vehicle"" is N4"
1371920,水道,すいどう,4,7910,1,4,"Waller correct — ""waterworks/tap"" is N4"
1486460,美術館,びじゅつかん,4,7915,1,4,"Waller correct — ""art museum"" is N4"
1500800,復習,ふくしゅう,4,8082,1,4,"Waller correct — ""review (study)"" is N4"
1303770,産業,さんぎょう,4,8096,1,3,Industry — common N3 concept
1451490,動物園,どうぶつえん,4,8119,1,4,"Waller correct — ""zoo"" is N4"
1543070,予習,よしゅう,4,8170,1,4,"Waller correct — ""preparation (study)"" is N4"
1369900,塵,ゴミ,4,8265,1,4,"Waller correct — ""garbage"" is N4 (kanji obscure but word is common)"
1282340,講堂,こうどう,4,8284,1,4,"Waller correct — ""auditorium"" is N4"
1053350,,コンピュータ,4,8327,1,4,"Waller correct — ""computer"" is N4"
1051970,,コンサート,4,8330,1,4,"Waller correct — ""concert"" is N4"
1100810,,パート,4,8347,1,4,"Waller correct — ""part(-time)"" is N4"
1600470,乗り換える,のりかえる,4,8468,1,4,"Waller correct — ""to transfer (trains)"" is N4"
1068550,,スクリーン,4,8529,1,4,"Waller correct — ""screen"" is N4"
1426590,注射,ちゅうしゃ,4,8579,1,4,"Waller correct — ""injection"" is N4"
1520120,貿易,ぼうえき,4,8642,1,3,Trade/commerce — common N3 concept
1145130,,レジ,4,8713,1,4,"Waller correct — ""register/checkout"" is N4"
1421540,地理,ちり,4,8743,1,4,"Waller correct — ""geography"" is N4"
1326830,取り替える,とりかえる,4,8752,1,4,"Waller correct — ""to exchange"" is N4"
1538870,輸入,ゆにゅう,4,8798,1,3,Import — common N3
1505190,文学,ぶんがく,4,8861,1,3,Literature — common academic word
1527040,味噌,みそ,4,8880,1,4,"Waller correct — ""miso"" is N4"
1070280,,ステーキ,4,9036,1,4,"Waller correct — ""steak"" is N4"
1381100,西洋,せいよう,4,9076,1,4,"Waller correct — ""the West"" is N4"
1588550,売り場,うりば,4,9157,1,4,"Waller correct — ""sales counter"" is N4"
1080000,,テニス,4,9229,1,4,"Waller correct — ""tennis"" is N4"
1286400,国際,こくさい,4,9401,1,3,International — very common N3 word
1228690,急行,きゅうこう,4,9445,1,4,"Waller correct — ""express (train)"" is N4"
1159810,医学,いがく,4,9523,1,4,"Waller correct — ""medical science"" is N4"
1438770,天気予報,てんきよほう,4,9653,1,4,"Waller correct — ""weather forecast"" is N4"
1000940,居らっしゃる,いらっしゃる,4,9742,1,4,Waller correct — honorific verb is N4
1419860,暖房,だんぼう,4,9778,1,4,"Waller correct — ""heating"" is N4"
1006280,,すると,4,9829,1,4,"Waller correct — ""then; thereupon"" is N4"
1007000,其れで,それで,4,9855,1,4,"Waller correct — ""so; and then"" is N4"
1007040,其れに,それに,4,9860,1,4,"Waller correct — ""moreover"" is N4"
1040250,,ガソリン,4,9867,1,4,"Waller correct — ""gasoline"" is N4"
1335440,柔道,じゅうどう,4,9951,1,4,"Waller correct — ""judo"" is N4"
1350080,消しゴム,けしゴム,4,9954,1,4,"Waller correct — ""eraser"" is N4"
1194660,花見,はなみ,4,10000,1,4,"Waller correct — ""cherry blossom viewing"" is N4"
1599800,二階建て,にかいだて,4,10223,1,4,"Waller correct — ""two-story building"" is N4"
1272280,交通,こうつう,4,10272,1,3,Traffic; transportation — common N3 word
1079290,,テキスト,4,10398,1,4,"Waller correct — ""textbook"" is N4"
1443660,電灯,でんとう,4,10826,1,4,"Waller correct — ""electric light"" is N4"
1185290,下宿,げしゅく,4,10861,1,4,"Waller correct — ""boarding house"" is N4"
1270550,お釣り,おつり,4,10863,1,4,"Waller correct — ""change (money)"" is N4"
1017330,,アナウンサー,4,10943,1,4,"Waller correct — ""announcer"" is N4"
1274820,公務員,こうむいん,4,10945,1,3,Civil servant — common occupation
1484930,非常に,ひじょうに,4,10948,1,3,Extremely — very common adverb
1358680,食料品,しょくりょうひん,4,11030,1,4,"Waller correct — ""groceries"" is N4"
1538820,輸出,ゆしゅつ,4,11039,1,3,Export — common N3 paired with 輸入
1433680,漬ける,つける,4,11194,1,4,"Waller correct — ""to pickle/soak"" is N4"
1222700,汽車,きしゃ,4,11278,1,4,"Waller correct — ""steam train"" is N4 (dated but standard)"
1213870,看護婦,かんごふ,4,11367,1,4,"Waller correct — ""nurse"" is N4 (dated term but N4 level)"
1058480,,サンダル,4,11402,1,4,"Waller correct — ""sandals"" is N4"
1589110,押入れ,おしいれ,4,11445,1,4,"Waller correct — ""closet"" is N4"
1192420,家内,かない,4,11464,1,4,"Waller correct — ""wife (humble)"" is N4"
2853889,,けれど,4,11471,1,4,"Waller correct — ""but/however"" is N4"
1557290,冷房,れいぼう,4,11482,1,4,"Waller correct — ""air conditioning"" is N4"
1278040,工業,こうぎょう,4,11509,1,3,Industry/manufacturing — common word
1454750,特急,とっきゅう,4,11875,1,4,"Waller correct — ""limited express"" is N4"
1420410,知らせる,しらせる,4,11982,1,4,"Waller correct — ""to inform"" is N4"
1362400,新聞社,しんぶんしゃ,4,11989,1,4,"Waller correct — ""newspaper company"" is N4"
1015840,亜細亜,アジア,4,12047,1,4,"Waller correct — ""Asia"" is N4"
1028580,,エスカレーター,4,12235,1,4,"Waller correct — ""escalator"" is N4"
1929050,阿弗利加,アフリカ,4,12307,1,4,"Waller correct — ""Africa"" is N4"
1524990,又は,または,4,13130,1,3,Or — common formal conjunction
1066690,,スーツケース,4,13221,1,4,"Waller correct — ""suitcase"" is N4"
1595270,辞典,じてん,4,13666,1,4,"Waller correct — ""dictionary/encyclopedia"" is N4"
1313080,歯医者,はいしゃ,4,13868,1,4,"Waller correct — ""dentist"" is N4"
1534870,木綿,もめん,4,13907,1,4,"Waller correct — ""cotton"" is N4"
1283860,高等学校,こうとうがっこう,4,13947,1,4,"Waller correct — ""high school"" is N4"
1505600,文法,ぶんぽう,4,14039,1,3,Grammar — common for language learners
1443760,電報,でんぽう,4,14094,1,4,"Waller correct — ""telegram"" is N4 (dated)"
1293650,再来週,さらいしゅう,4,14405,1,4,"Waller correct — ""week after next"" is N4"
1499230,葡萄,ぶどう,4,14510,1,4,"Waller correct — ""grapes"" is N4"
1349410,床屋,とこや,4,14521,1,4,"Waller correct — ""barber"" is N4"
1440660,展覧会,てんらんかい,4,14667,1,4,"Waller correct — ""exhibition"" is N4"
1485520,飛行場,ひこうじょう,4,15026,1,4,"Waller correct — ""airfield"" is N4"
1096770,,ハンドバッグ,4,15055,1,4,"Waller correct — ""handbag"" is N4"
1032030,,オートバイ,4,15843,1,4,"Waller correct — ""motorcycle"" is N4"
1040260,,ガソリンスタンド,4,16351,1,4,"Waller correct — ""gas station"" is N4"
1070650,,ステレオ,4,16755,1,4,"Waller correct — ""stereo"" is N4 (dated)"
1148520,,ワープロ,4,17307,1,4,"Waller correct — ""word processor"" is N4 (obsolete tech but N4 level)"
1293640,再来月,さらいげつ,4,17486,1,4,"Waller correct — ""month after next"" is N4"
1108180,ＦＡＸ,ファックス,4,18229,1,4,"Waller correct — ""fax"" is N4 (dated)"
1567450,掏摸,すり,4,19340,1,4,"Waller correct — ""pickpocket"" is N4"
1157150,為に,ために,4,20921,1,4,"Waller correct — ""for; because of"" is N4"
1007060,それ程,それほど,4,22192,1,4,"Waller correct — ""to that extent"" is N4"
1542640,昨夜,ゆうべ,5,3709,2,5,"Waller correct — ""last night"" is basic N5 time word"
2220600,お風呂,おふろ,5,3713,2,5,"Waller correct — ""bath"" is basic N5"
1577670,眼鏡,メガネ,5,3751,2,5,"Waller correct — ""glasses"" is basic N5"
1189360,何方,どちら,5,3762,2,5,"Waller correct — ""which way"" is basic N5"
1189370,何方,どなた,5,3764,2,5,"Waller correct — ""who (polite)"" is basic N5"
1098390,,バス,5,3788,2,5,"Waller correct — ""bus"" is N5"
1193060,果物,くだもの,5,3806,2,5,"Waller correct — ""fruit"" is N5"
1335640,縦,たて,5,3831,2,4,Vertical/length — not core N5; N4
1121380,,ペン,5,3835,2,5,"Waller correct — ""pen"" is N5"
1597350,段々,だんだん,5,3894,2,5,"Waller correct — ""gradually"" is N5"
1050390,洋杯,コップ,5,4001,2,5,"Waller correct — ""cup/glass"" is N5"
1512070,辺,へん,5,4002,2,4,Area/vicinity — more like N4
1061820,,シャワー,5,4078,2,5,"Waller correct — ""shower"" is N5"
1576760,黄色,きいろ,5,4080,2,5,"Waller correct — ""yellow"" is N5"
1226440,喫茶店,きっさてん,5,4093,2,5,"Waller correct — ""cafe"" is N5"
1307040,四つ,よっつ,5,4157,2,5,"Waller correct — native counter ""four"" is N5"
1301940,傘,かさ,5,4159,2,5,"Waller correct — ""umbrella"" is N5"
1072590,,スプーン,5,4170,2,5,"Waller correct — ""spoon"" is N5"
1030630,,エレベーター,5,4187,2,5,"Waller correct — ""elevator"" is N5"
1485470,飛行機,ひこうき,5,4238,2,5,"Waller correct — ""airplane"" is N5"
1600430,飲み物,のみもの,5,4256,2,5,"Waller correct — ""drink"" is N5"
1017760,,アパート,5,4273,2,5,"Waller correct — ""apartment"" is N5"
1110110,,フォーク,5,4281,2,5,"Waller correct — ""fork"" is N5"
1513065,お弁当,おべんとう,5,4378,2,5,"Waller correct — ""bento"" is N5"
1203620,外国,がいこく,5,4388,2,5,"Waller correct — ""foreign country"" is N5"
1584640,明後日,あさって,5,4394,2,5,"Waller correct — ""day after tomorrow"" is N5"
1231590,牛乳,ぎゅうにゅう,5,4410,2,5,"Waller correct — ""milk"" is N5"
1145310,,レストラン,5,4482,2,5,"Waller correct — ""restaurant"" is N5"
1580340,上着,うわぎ,5,4578,2,5,"Waller correct — ""jacket"" is N5"
1183300,温い,ぬるい,5,4611,2,4,Lukewarm — not core N5; N4
1050590,,コピー,5,4648,2,5,"Waller correct — ""copy"" is N5"
1337270,宿題,しゅくだい,5,4668,2,5,"Waller correct — ""homework"" is N5"
1499690,封筒,ふうとう,5,4731,2,4,Envelope — more N4 than N5
1219960,幾つ,いくつ,5,4745,2,5,"Waller correct — ""how many"" is N5"
1073210,,スポーツ,5,4751,2,5,"Waller correct — ""sports"" is N5"
1580480,丈夫,じょうぶ,5,4763,2,5,"Waller correct — ""sturdy; healthy"" is N5"
1464900,日曜日,にちようび,5,4788,2,5,"Waller correct — ""Sunday"" is N5"
1252330,警官,けいかん,5,4798,2,4,Police officer — N4
1584910,夕飯,ゆうはん,5,4862,2,5,"Waller correct — ""dinner"" is N5"
1387870,先週,せんしゅう,5,4904,2,5,"Waller correct — ""last week"" is N5"
1002320,お祖父さん,おじいさん,5,5034,2,5,"Waller correct — ""grandfather"" is N5"
1076190,,タクシー,5,5254,2,5,"Waller correct — ""taxi"" is N5"
1524700,毎朝,まいあさ,5,5286,2,5,"Waller correct — ""every morning"" is N5"
1476410,箸,はし,5,5417,2,5,"Waller correct — ""chopsticks"" is N5"
1289100,今月,こんげつ,5,5441,2,5,"Waller correct — ""this month"" is N5"
1422720,茶色,ちゃいろ,5,5446,2,5,"Waller correct — ""brown"" is N5"
1289220,今週,こんしゅう,5,5495,2,5,"Waller correct — ""this week"" is N5"
1445590,土曜日,どようび,5,5524,2,5,"Waller correct — ""Saturday"" is N5"
1098620,,バター,5,5574,2,5,"Waller correct — ""butter"" is N5"
1387500,先月,せんげつ,5,5684,2,5,"Waller correct — ""last month"" is N5"
1243490,銀行,ぎんこう,5,5694,2,5,"Waller correct — ""bank"" is N5"
1547900,来月,らいげつ,5,5698,2,5,"Waller correct — ""next month"" is N5"
1522980,本棚,ほんだな,5,5729,2,5,"Waller correct — ""bookshelf"" is N5"
1546020,洋服,ようふく,5,5784,2,5,"Waller correct — ""Western clothes"" is N5"
1268070,五つ,いつつ,5,5831,2,5,"Waller correct — native counter ""five"" is N5"
1120990,,ペット,5,5971,2,5,"Waller correct — ""pet"" is N5"
