jmdict_id,kanji,reading,waller_level,freq_rank,freq_level,audit_level,reason
1452720,同情,どうじょう,1,2164,3,2,Sympathy — common
1277440,いい加減,いいかげん,1,2168,3,2,Irresponsible/half-hearted — common
1432350,追い出す,おいだす,1,2174,3,2,To drive out/expel — common compound
1174680,英雄,えいゆう,1,2177,3,2,Hero — common
1218450,危機,きき,1,2179,3,2,Crisis — common
1225450,犠牲,ぎせい,1,2181,3,1,Sacrifice — literary/complex kanji
1478220,抜け出す,ぬけだす,1,2184,3,2,To slip out/escape — common compound
1169000,引きずる,ひきずる,1,2185,3,2,To drag — common
1491210,不意,ふい,1,2189,3,1,Unexpected — literary
1548940,乱れる,みだれる,1,2194,3,1,To be disordered — literary
1307620,始末,しまつ,1,2200,3,1,Disposal/circumstances — formal
1062660,,ショック,1,2202,3,3,Shock — very common loanword
1314050,事前,じぜん,1,2203,3,2,In advance/beforehand — common
1512290,返答,へんとう,1,2208,3,2,Reply/answer — common
1502840,分,ふん,1,2211,3,1,Keep N1 — this entry is likely a specialized reading/sense
1333340,襲撃,しゅうげき,1,2213,3,1,Attack/raid — specialized
1212440,感触,かんしょく,1,2226,3,2,Feeling/texture — common
1294940,歳,さい,1,2228,3,3,Counter for age — extremely basic
1584680,面,おもて,1,2243,3,1,Face/surface (literary reading) — formal
1208880,叶える,かなえる,1,2249,3,2,To make come true — common
1310370,施す,ほどこす,1,2258,3,1,To give/bestow — literary
1267760,誇る,ほこる,1,2259,3,2,To boast/take pride — common
1457100,突破,とっぱ,1,2267,3,2,Breakthrough — common
1375650,成果,せいか,1,2269,3,2,Result/achievement — common
1386050,設置,せっち,1,2284,3,2,Installation/setup — common
1232410,拒否,きょひ,1,2286,3,2,Refusal/rejection — common
1289150,今更,いまさら,1,2287,3,2,At this point/now of all times — common
1292960,再生,さいせい,1,2301,3,2,Playback/regeneration — very common
1469850,悩み,なやみ,1,2302,3,2,Worry/trouble — common (noun of 悩む N3)
1199030,解除,かいじょ,1,2304,3,2,Cancellation/release — common
1529860,無言,むごん,1,2318,3,2,Silence/wordless — common
1082900,,デザイン,1,2320,3,3,Design — very common loanword
1409420,体験,たいけん,1,2321,3,2,Experience (firsthand) — common
1515700,報酬,ほうしゅう,1,2326,3,1,Reward/compensation — formal
1143920,,ルール,1,2328,3,3,Rule — very common loanword
1008370,,でかい,1,2330,3,3,Huge (colloquial) — very common
1361480,新,しん,1,2333,3,2,New- (prefix) — common
1400850,相応しい,ふさわしい,1,2335,3,1,Suitable/worthy — literary
1347490,唱える,となえる,1,2342,3,1,To chant/advocate — literary
1495060,不明,ふめい,1,2344,3,2,Unknown/unclear — common
1516280,崩壊,ほうかい,1,2349,3,1,Collapse/destruction — somewhat specialized
1259570,見合わせる,みあわせる,1,2351,3,1,To postpone/look at each other — formal
1371200,推測,すいそく,1,2355,3,2,Conjecture/guess — common
1167650,逸らす,そらす,1,2356,3,1,To divert/avert — somewhat literary
1426480,柱,はしら,1,2358,3,2,Pillar — common word
1223090,規模,きぼ,1,2363,3,2,Scale/scope — common
1590290,微か,かすか,1,2368,3,1,Faint/slight — literary
1483350,悲鳴,ひめい,1,2369,3,2,Scream — common
1596490,添える,そえる,1,2373,3,1,To add/attach — somewhat literary
1478370,伴う,ともなう,1,2380,3,2,To accompany/involve — common
1410430,帯びる,おびる,1,2381,3,1,To wear/carry/have a tinge — literary
1324330,若干,じゃっかん,1,2386,3,2,Some/a few — common formal word
1376910,正義,せいぎ,1,2388,3,2,Justice — common
1055780,,サイズ,1,2389,3,3,Size — very common loanword
1297250,作り,つくり,1,2391,3,2,Construction/makeup — common
1587070,生かす,いかす,1,2398,3,2,To make use of/keep alive — common
1251750,継ぐ,つぐ,1,2399,3,1,To succeed/inherit — somewhat literary
1335590,獣,けもの,1,2402,3,1,Beast — literary
1473150,配置,はいち,1,2405,3,2,Arrangement/deployment — common
1450430,逃す,のがす,1,2406,3,2,To miss/let escape — common
1254370,決断,けつだん,1,2409,3,2,Decision/resolution — common
1522250,本音,ほんね,1,2419,3,2,True feelings — very common cultural concept
1513530,保護,ほご,1,2422,3,2,Protection — common
1587140,戦,いくさ,1,2429,3,1,Battle/war — archaic reading
1304760,仕える,つかえる,1,2451,3,1,To serve — literary
1212850,敢えて,あえて,1,2464,3,2,Daringly/deliberately — common adverb
1472370,排除,はいじょ,1,2470,3,1,Exclusion/elimination — formal
1516430,捧げる,ささげる,1,2478,3,1,To dedicate/offer — literary
1342530,初,はつ,1,2482,3,2,First (prefix) — very common
1341840,盾,たて,1,2492,3,1,Shield — literary/specialized
1353020,上空,じょうくう,1,2493,3,1,Sky above — somewhat specialized
1410020,対抗,たいこう,1,2494,3,2,Opposition/rivalry — common
1081190,,データ,1,2496,3,3,Data — extremely common loanword
1590870,肝心,かんじん,1,2498,3,2,Essential/crucial — common
1327560,手元,てもと,1,2504,3,2,At hand/nearby — common
1593430,籠もる,こもる,1,2515,3,2,To shut oneself in — common
1548650,落下,らっか,1,2518,3,2,Fall/drop — common
1000660,如何にも,いかにも,1,2520,3,1,Indeed/truly — literary
1342490,処分,しょぶん,1,2524,3,2,Disposal/punishment — common
1213000,歓声,かんせい,1,2534,3,2,Cheers/shouts of joy — common
1309790,指差す,ゆびさす,1,2535,3,2,To point at — common
1351760,詳細,しょうさい,1,2538,3,2,Details — common
1003420,,きっちり,1,2541,3,2,Precisely/exactly — common
1597125,仮令,たとえ,1,2545,3,2,Even if — common conjunction
1506320,兵器,へいき,1,2558,3,1,Weapon — specialized
1603620,滅ぼす,ほろぼす,1,2566,3,1,To destroy — literary
1232390,拒絶,きょぜつ,1,2573,3,1,Rejection — formal
1568800,滲む,にじむ,1,2580,3,1,To ooze/blur — literary
1251000,系,けい,1,2582,3,2,System/lineage — common suffix
1282440,購入,こうにゅう,1,2583,3,2,Purchase — very common (formal)
1325680,主人公,しゅじんこう,1,2585,3,2,Protagonist — common
1251250,経過,けいか,1,2590,3,2,Progress/passage of time — common
1471120,派,は,1,2591,3,2,Faction/school — common suffix
1480340,反撃,はんげき,1,2597,3,1,Counterattack — specialized
2650010,修行,しゅぎょう,1,2602,3,2,Training/ascetic practice — common
1419590,断言,だんげん,1,2617,3,1,Declaration/assertion — formal
1352590,上位,じょうい,1,2618,3,2,Higher rank — common
1266570,固める,かためる,1,2620,3,2,To harden/solidify — common
1444840,賭ける,かける,1,2623,3,2,To bet/gamble — common
1498130,負担,ふたん,1,2625,3,2,Burden — common
1463650,肉体,にくたい,1,2628,3,2,Physical body — common
1266650,固定,こてい,1,2630,3,2,Fixed/stationary — common
1436360,提供,ていきょう,1,2634,3,2,Provision/supply — very common
1305720,使い,つかい,1,2652,3,2,Errand/messenger — common
1542020,誘導,ゆうどう,1,2663,3,2,Guidance/induction — common
1060300,,システム,1,2664,3,3,System — extremely common loanword
1426140,忠告,ちゅうこく,1,2665,3,2,Advice/warning — common
1072310,,スピード,1,2672,3,3,Speed — very common loanword
1166870,一面,いちめん,1,2680,3,2,One side/whole surface — common
1379820,盛大,せいだい,1,2689,3,1,Grand/magnificent — formal
1400560,争い,あらそい,1,2690,3,2,Dispute/conflict — common
1422140,築く,きずく,1,2694,3,2,To build/construct — common
1596240,専用,せんよう,1,2696,3,2,Exclusive use — common
1206100,角,かく,1,2697,3,2,Angle/corner — common
1203020,階,かい,1,2700,3,3,Floor/story counter — very basic
1428240,挑戦,ちょうせん,1,2706,3,2,Challenge — very common
1599120,取引,とりひき,1,2712,3,2,Transaction/deal — common
1370070,尽きる,つきる,1,2717,3,1,To be exhausted/run out — literary
1578040,共,とも,1,2728,3,2,Together/both — common
1591780,切り替える,きりかえる,1,2729,3,2,To switch/change over — common
1486350,美,び,1,2745,3,2,Beauty (prefix/suffix) — common
1180260,押し込む,おしこむ,1,2748,3,2,To push in/force in — common compound
1519590,暴力,ぼうりょく,1,2749,3,2,Violence — common
1606240,理屈,りくつ,1,2750,3,2,Logic/reasoning — common
1416260,達成,たっせい,1,2756,3,2,Achievement — common
1214430,緩む,ゆるむ,1,2758,3,1,To loosen/slacken — somewhat literary
1598690,途切れる,とぎれる,1,2763,3,1,To be interrupted — somewhat literary
1612060,持ち,もち,1,2764,3,2,Durability/possession — common
1599260,堂々,どうどう,1,2767,3,2,Dignified/imposing — common
1484660,避難,ひなん,1,2770,3,2,Evacuation — common
1353450,上昇,じょうしょう,1,2772,3,2,Rise/ascent — common
1551210,率いる,ひきいる,1,2777,3,1,To lead/command — literary
1491070,敏感,びんかん,1,2784,3,2,Sensitive — common
1008290,,てっきり,1,2786,3,2,Surely/certainly (mistaken assumption) — common
1529610,無意味,むいみ,1,2795,3,2,Meaningless — common
1483780,疲労,ひろう,1,2797,3,2,Fatigue — common
1168960,引き取る,ひきとる,1,2799,3,2,To take back/take custody — common
1415260,第,だい,1,2802,3,3,Ordinal prefix — very basic
1366000,進化,しんか,1,2808,3,2,Evolution — common
1214440,緩める,ゆるめる,1,2817,3,1,To loosen/relax — somewhat literary
1304600,残酷,ざんこく,1,2826,3,1,Cruel — somewhat literary
1588890,大げさ,おおげさ,1,2828,3,2,Exaggerated — common colloquial
1530080,無邪気,むじゃき,1,2829,3,2,Innocent/naive — common
1351640,証言,しょうげん,1,2831,3,2,Testimony — common
1467130,任す,まかす,1,2832,3,2,To entrust — common (variant of 任せる)
1266850,孤独,こどく,1,2837,3,2,Solitude/loneliness — common
1609710,潜る,くぐる,1,2838,3,2,To pass through/dive under — common
1449860,到達,とうたつ,1,2839,3,2,Arrival/reaching — common
1546930,遥か,はるか,1,2841,3,1,Far away — literary
1367960,人質,ひとじち,1,2848,3,1,Hostage — somewhat specialized
1205880,確定,かくてい,1,2854,3,2,Confirmation/finalization — common
1584340,埋まる,うまる,1,2857,3,2,To be buried/filled — common
1554720,領域,りょういき,1,2858,3,2,Area/domain — common
1298400,錯覚,さっかく,1,2861,3,2,Illusion/misperception — common
1514360,歩む,あゆむ,1,2863,3,1,To walk (literary) — literary
1598670,時折,ときおり,1,2864,3,1,Occasionally — literary
1005860,,じっくり,1,2897,3,2,Thoroughly/carefully — common
1278860,抗議,こうぎ,1,2899,3,2,Protest — common
1258220,権力,けんりょく,1,2903,3,2,Power/authority — common
1238070,脅す,おどす,1,2906,3,2,To threaten — common
1176780,演じる,えんじる,1,2913,3,2,To perform/play a role — common
1283220,高まる,たかまる,1,2914,3,2,To rise/heighten — common
1444810,登録,とうろく,1,2915,3,2,Registration — very common
1439090,天才,てんさい,1,2922,3,2,Genius — common
1324320,若しくは,もしくは,1,2923,3,1,Or (formal) — literary/legal
1003730,擽ったい,くすぐったい,1,2925,3,2,Ticklish — common colloquial
1257270,嫌らしい,いやらしい,1,2926,3,2,Disgusting/lewd — common
1328260,手配,てはい,1,2928,3,2,Arrangement/wanted (criminal) — common
1493120,不審,ふしん,1,2930,3,2,Suspicious — common
1580555,誠,まこと,1,2933,3,1,Truth/sincerity — literary
1284220,号,ごう,1,2944,3,2,Number/issue — common
1292640,再現,さいげん,1,2949,3,2,Reproduction/recreation — common
1399660,捜査,そうさ,1,2960,3,2,Investigation (criminal) — common
1560700,弄る,いじる,1,2962,3,2,To fiddle with/tamper — common colloquial
1538090,役立つ,やくだつ,1,2968,3,2,To be useful — common
1151230,悪,あく,1,2983,3,2,Evil — common
1348770,小柄,こがら,1,2986,3,2,Small build/petite — common
1393680,前提,ぜんてい,1,2989,3,2,Premise/prerequisite — common
1223140,記す,しるす,1,2990,3,1,To write/record — literary
1514910,慕う,したう,1,2997,3,1,To adore/yearn for — literary
1392500,鮮やか,あざやか,1,3002,3,2,Vivid/brilliant — common
1181860,黄金,おうごん,1,3026,3,2,Gold — common
1352700,上下,うえした,1,3029,3,2,Up and down — common
1177830,遠ざかる,とおざかる,1,3038,3,1,To move away — somewhat literary
1370870,垂れる,たれる,1,3040,3,2,To hang down/drip — common
1475870,爆弾,ばくだん,1,3041,3,2,Bomb — common
1361960,新人,しんじん,1,3050,3,2,Newcomer/rookie — common
1544380,余地,よち,1,3056,3,1,Room/margin — formal
1195820,課題,かだい,1,3060,3,2,Task/assignment — very common
2613280,,いっそ,1,3068,3,1,Rather/preferably — literary
1383770,切ない,せつない,1,3071,3,2,Heartrending/painful — common
1361420,振動,しんどう,1,3075,3,2,Vibration — common
1505080,文,ふみ,1,3076,3,1,Letter/writing — archaic reading
1531870,名誉,めいよ,1,3078,3,1,Honor — somewhat formal
1290120,根拠,こんきょ,1,3097,3,2,Basis/grounds — common
1212050,干渉,かんしょう,1,3100,3,2,Interference — common
1251120,経緯,けいい,1,3108,3,2,Circumstances/details — common
1133570,,メッセージ,1,3109,3,3,Message — very common loanword
1471130,派遣,はけん,1,3117,3,2,Dispatch — common (temp worker派遣社員)
1414500,大胆,だいたん,1,3119,3,2,Bold/daring — common
1396240,全滅,ぜんめつ,1,3120,3,1,Annihilation — specialized
1108540,,ファン,1,3123,3,3,Fan — very common loanword
1251110,経る,へる,1,3125,3,1,To pass through/elapse — literary
1238780,仰ぐ,あおぐ,1,3130,3,1,To look up at/revere — literary
1275210,効率,こうりつ,1,3131,3,2,Efficiency — common
1581630,値,あたい,1,3151,3,2,Value/worth — common
1222010,気楽,きらく,1,3155,3,2,Carefree/easygoing — common
1399690,捜索,そうさく,1,3159,3,1,Search (police) — formal
1277530,好意,こうい,1,3171,3,2,Goodwill/kindness — common
1241850,緊急,きんきゅう,1,3173,3,2,Emergency — common
1353260,上司,じょうし,1,3175,3,2,Superior/boss — very common
1052830,,コントロール,1,3176,3,3,Control — common loanword
1480420,反射,はんしゃ,1,3177,3,2,Reflection/reflex — common
1603610,滅びる,ほろびる,1,3185,3,1,To perish — literary
1532220,明かす,あかす,1,3187,3,1,To reveal/spend the night — literary
1516580,放棄,ほうき,1,3189,3,2,Abandonment — common
1264670,限定,げんてい,1,3209,3,2,Limited/restriction — very common
1329600,受け継ぐ,うけつぐ,1,3215,3,2,To inherit/succeed — common
1085920,,トラブル,1,3225,3,3,Trouble — common loanword
1432330,追い込む,おいこむ,1,3228,3,2,To drive/corner — common
1522950,本体,ほんたい,1,3230,3,2,Main body/substance — common
1485990,微笑,びしょう,1,3240,3,1,Smile — literary (微笑む is more common)
1601480,引き上げる,ひきあげる,1,3260,3,2,To pull up/raise — common compound
1309700,指揮,しき,1,3261,3,2,Command/direction — common
1557350,励ます,はげます,1,3262,3,2,To encourage — common
1364730,神聖,しんせい,1,3263,3,1,Sacred/holy — formal
1466970,如何に,いかに,1,3266,3,1,How (formal) — literary
1357490,職員,しょくいん,1,3272,3,2,Staff member — common
1206040,覚え,おぼえ,1,3273,3,2,Memory/recollection — common
1324650,弱る,よわる,1,3279,3,2,To weaken — common
1031600,ＯＫ,オッケー,1,3292,3,3,OK — extremely common
1366060,進行,しんこう,1,3300,3,2,Progress/advance — common
1236150,強める,つよめる,1,3310,3,2,To strengthen — common
1403080,騒動,そうどう,1,3311,3,2,Commotion/disturbance — common
1595084,退く,しりぞく,1,3324,3,1,To retreat/resign — literary
1306160,使命,しめい,1,3328,3,1,Mission/calling — formal
1277040,向き,むき,1,3334,3,2,Direction/suitability — common
1473210,配慮,はいりょ,1,3346,3,2,Consideration — common formal
1498740,武装,ぶそう,1,3351,3,1,Armed/armament — specialized
1418090,嘆く,なげく,1,3353,3,1,To lament — literary
1583630,付き,つき,1,3359,3,2,With/attached — common suffix
1244360,苦しめる,くるしめる,1,3361,3,2,To torment — common
1397820,阻止,そし,1,3363,3,1,Prevention/blocking — formal
1369820,刃,は,1,3366,3,1,Blade — literary
1375150,勢力,せいりょく,1,3375,3,1,Power/influence — formal
1154520,暗殺,あんさつ,1,3379,3,1,Assassination — specialized
1057580,,サボる,1,3382,3,3,To skip/slack off — very common colloquial
1524610,枚,まい,1,3383,3,3,Counter for flat objects — basic counter
1531060,無礼,ぶれい,1,3386,3,1,Rudeness — formal
1466290,入手,にゅうしゅ,1,3393,3,2,Acquisition/obtaining — common
1351900,象徴,しょうちょう,1,3394,3,2,Symbol — common
1374630,制する,せいする,1,3395,3,1,To control/suppress — literary
1312280,試みる,こころみる,1,3396,3,1,To attempt — literary
1218880,器,うつわ,1,3400,3,2,Vessel/container — common
1548930,乱す,みだす,1,3401,3,1,To disturb/disrupt — literary
1299100,殺人,さつじん,1,3402,3,2,Murder — common
1411390,退治,たいじ,1,3408,3,2,Extermination — common (fairy tales etc.)
1278450,広まる,ひろまる,1,3410,3,2,To spread — common
1419400,弾む,はずむ,1,3418,3,2,To bounce/be lively — common
1016610,,アップ,1,3424,3,3,Up — very common loanword
1581440,打ち込む,うちこむ,1,3439,3,2,To drive in/devote oneself — common
1594180,仕組み,しくみ,1,3445,3,2,Mechanism/structure — common
1497450,浮気,うわき,1,3447,3,2,Infidelity/cheating — common
1356690,状,じょう,1,3449,3,2,Letter/form (suffix) — common
1236350,強制,きょうせい,1,3452,3,2,Compulsion/enforcement — common
1207560,顎,あご,1,3453,3,2,Chin/jaw — common body part
1435380,定める,さだめる,1,3475,3,1,To establish/determine — formal
1546780,要請,ようせい,1,3476,3,1,Request (formal) — formal
1606280,了承,りょうしょう,1,3483,3,1,Consent/understanding — formal
1594100,仕掛け,しかけ,1,3485,3,2,Device/trick — common
2849867,混む,こむ,1,3489,3,3,To be crowded — very common (likely N4)
1447040,投げ出す,なげだす,1,3495,3,2,To throw out/abandon — common
1352770,上回る,うわまわる,1,3501,3,2,To exceed — common
1367760,人材,じんざい,1,3503,3,2,Human resources/talent — common
1366730,人格,じんかく,1,3511,3,2,Personality/character — common
1421060,地元,じもと,1,3513,3,2,Local area — very common
1481640,班,はん,1,3515,3,2,Group/squad — common
1469320,念,ねん,1,3517,3,2,Sense/feeling/念 — common
1545600,揺さぶる,ゆさぶる,1,3526,3,1,To shake/rock — somewhat literary
1222110,気軽,きがる,1,3539,3,2,Casual/lighthearted — common
1168880,引き起こす,ひきおこす,1,3545,3,2,To cause/trigger — common
1519130,妨害,ぼうがい,1,3547,3,1,Obstruction/interference — formal
1610270,頼み,たのみ,1,3552,3,2,Request/favor — common
1600990,華やか,はなやか,1,3553,3,2,Gorgeous/glamorous — common
1530940,無用,むよう,1,3556,3,1,Useless/unnecessary — formal
1126140,,マーク,1,3559,3,3,Mark — common loanword
1545630,揺らぐ,ゆらぐ,1,3570,3,1,To sway/waver — literary
1580300,手のひら,てのひら,1,3573,3,2,Palm of hand — common
1312700,資金,しきん,1,3577,3,2,Funds/capital — common
1478050,罰,ばち,1,3578,3,2,Punishment/retribution — common
1360640,心強い,こころづよい,1,3589,3,2,Reassuring/encouraging — common
1362680,深める,ふかめる,1,3590,3,2,To deepen — common
1552090,流,りゅう,1,3591,3,2,Style/school (suffix) — common
1240200,極めて,きわめて,1,3596,3,1,Extremely — literary/formal
1612900,にも関わらず,にもかかわらず,1,3603,3,1,Despite/nevertheless — formal
1397800,阻む,はばむ,1,3611,3,1,To block/hinder — literary
1448780,当たり,あたり,1,3616,3,2,Hit/per — common
1431680,沈める,しずめる,1,3621,3,2,To sink/submerge — common
1520200,防衛,ぼうえい,1,3626,3,2,Defense — common
1001110,,うんざり,1,3632,3,2,Fed up/disgusted — common
1547410,欲望,よくぼう,1,3637,3,1,Desire/lust — formal
1498190,赴く,おもむく,1,3638,3,1,To go/proceed — literary
1202710,開催,かいさい,1,3649,3,2,Hosting/holding (event) — common
1444760,登校,とうこう,1,3651,3,2,Going to school — common
1204480,概念,がいねん,1,3654,3,1,Concept — academic
1606870,割り込む,わりこむ,1,3658,3,2,To cut in/interrupt — common
1599570,何気ない,なにげない,1,3672,3,2,Casual/nonchalant — common
1562610,枠,わく,1,3680,3,2,Frame/framework — common
1424900,中断,ちゅうだん,1,3685,3,2,Interruption — common
1172690,運営,うんえい,1,3690,3,2,Management/operation — common
1003440,,きっぱり,1,3695,3,2,Decisively/flatly — common
1592350,悔しい,くやしい,2,813,4,2,Frustrating/vexing — common but N2 vocabulary
1199250,解放,かいほう,2,829,4,2,Liberation/release — standard N2
1395410,全身,ぜんしん,2,838,4,2,Whole body — standard N2
1440600,展開,てんかい,2,852,4,2,Development/deployment — common N2
1586700,怪しい,あやしい,2,854,4,2,Suspicious/dubious — N2 adjective
1523270,本来,ほんらい,2,861,4,2,Originally/essentially — common N2
1335830,重ねる,かさねる,2,922,4,2,To pile up/repeat — N2 verb
1535700,目立つ,めだつ,2,926,4,2,To stand out — common but N2
